"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","female_log2FoldChange"
"TU5959","LOC111518001","G3294","ankyrin repeat domain-containing protein 17-like","refseq","XM_023174307.1","ankyrin repeat domain-containing protein 17-like","j",-0.942472476691438
"TU16604","LOC111505726","G9358","nascent polypeptide-associated complex subunit alpha","refseq","XM_023160582.1","nascent polypeptide-associated complex subunit alpha, muscle-specific form, transcript variant X1","=",-0.677086097738491
"TU16606","LOC111505727","G9359","Golgi to ER traffic protein 4 homolog","refseq","XM_023160586.1","Golgi to ER traffic protein 4 homolog, transcript variant X1","=",-0.993402923513265
"TU13121",NA,"G7383","* probable aconitate hydratase, mitochondrial ","novel","XP_023021964","probable aconitate hydratase, mitochondrial isoform X1","u",-1.2129919585414
"TU42667","LOC111515889","G25005","uncharacterized LOC111515889","refseq","XR_002723605.1","uncharacterized LOC111515889","j",-1.55438307074504
"TU12836",NA,"G7210","* hypothetical protein TcasGA2_TC004170","novel","EFA12644","hypothetical protein TcasGA2_TC004170","r",0.822618938592559
"TU12835","LOC111504251","G7209","toll-like receptor 6","refseq","XM_023158765.1","toll-like receptor 6","=",0.95150079474493
"TU28497",NA,"G16104","* histone-lysine N-methyltransferase SETMAR-like","novel","XP_032673971","histone-lysine N-methyltransferase SETMAR-like","u",1.28802281384421
"TU28491","LOC111510278","G16098","uncharacterized LOC111510278","refseq","XM_023166186.1","uncharacterized LOC111510278","=",2.29987311063317
"TU9311","LOC111502862","G5215","uncharacterized LOC111502862","refseq","XR_002721802.1","uncharacterized LOC111502862","i",-18.5233549158431
"TU2479","LOC111509221","G1336","collagen type IV alpha-3-binding protein-like","refseq","XM_023164927.1","collagen type IV alpha-3-binding protein-like","j",-1.93538830845901
"TU2854","LOC111511190","G1527","E3 ubiquitin-protein ligase RBBP6","refseq","XM_023167205.1","E3 ubiquitin-protein ligase RBBP6, transcript variant X1","=",-0.630644526496707
"TU2474","LOC111509317","G1333","uncharacterized LOC111509317","refseq","XM_023165036.1","uncharacterized LOC111509317, transcript variant X1","=",-1.40408854401398
"TU7448","LOC111502081","G4148","uncharacterized LOC111502081","refseq","XM_023156048.1","uncharacterized LOC111502081","j",-0.876274172839311
"TU7440","LOC111502088","G4145","protein DDI1 homolog 2","refseq","XM_023156064.1","protein DDI1 homolog 2, transcript variant X2","j",4.0922395173959
"TU2782","LOC111510731","G1484","uncharacterized LOC111510731","refseq","XR_002722821.1","uncharacterized LOC111510731","m",1.20252969828639
"TU2787","LOC111510758","G1488","tctex1 domain-containing protein 2-like","refseq","XM_023166694.1","tctex1 domain-containing protein 2-like","=",-0.448859095135504
"TU32711","LOC111511986","G18674","protein grainyhead","refseq","XM_023168069.1","protein grainyhead, transcript variant X3","k",9.09282432706041
"TU32716","LOC111511989","G18677","sterol regulatory element-binding protein cleavage-activating protein-like","refseq","XM_023168072.1","sterol regulatory element-binding protein cleavage-activating protein-like","=",-0.678917491103355
"TU40429","LOC111514986","G23479","G1/S-specific cyclin-E","refseq","XM_023171219.1","G1/S-specific cyclin-E","j",-2.48346872580069
"TU39708","LOC111514666","G23003","GATOR complex protein DEPDC5-like","refseq","XM_023170917.1","GATOR complex protein DEPDC5-like","j",23.77430743459
"TU3784","LOC111515769","G2074","RNA-binding protein squid-like","refseq","XM_023171982.1","RNA-binding protein squid-like, transcript variant X2","=",0.954939297713113
"TU20522","LOC111507231","G11510","cell division cycle protein 20 homolog","refseq","XM_023162518.1","cell division cycle protein 20 homolog","=",-0.695334661349668
"TU22707","LOC111508065","G12776","UDP-glucuronosyltransferase 2B2-like","refseq","XM_023163482.1","UDP-glucuronosyltransferase 2B2-like","j",-1.12294936988537
"TU3430","LOC111514122","G1866","V-type proton ATPase subunit H","refseq","XM_023170373.1","V-type proton ATPase subunit H, transcript variant X3","=",-0.539160025319727
"TU30711","LOC111511182","G17422","vesicular glutamate transporter 1-like","refseq","XM_023167193.1","vesicular glutamate transporter 1-like","j",-2.50263040913018
"TU30710","LOC111511178","G17421","uncharacterized LOC111511178","refseq","XR_002722872.1","uncharacterized LOC111511178","i",-1.59984512208921
"TU35075","LOC111512852","G20086","matrix metalloproteinase-14-like","refseq","XM_023169019.1","matrix metalloproteinase-14-like, transcript variant X2","j",1.13638572020205
"TU23129","LOC111508248","G13020","translocon-associated protein subunit gamma","refseq","XM_023163687.1","translocon-associated protein subunit gamma","=",-0.987481512885339
"TU23127","LOC111508247","G13018","peroxiredoxin 1-like","refseq","XM_023163686.1","peroxiredoxin 1-like","j",-4.77087970066571
"TU21981","LOC111507798","G12347","opsin-2-like","refseq","XM_023163154.1","opsin-2-like, transcript variant X2","=",1.68044011659063
"TU27337","LOC111509853","G15430","integrator complex subunit 12","refseq","XM_023165697.1","integrator complex subunit 12, transcript variant X2","=",-0.806765321350351
"TU27336","LOC111509853","G15430","integrator complex subunit 12","refseq","XM_023165696.1","integrator complex subunit 12, transcript variant X1","k",1.36417307644261
"TU27331","LOC111509848","G15428","protein shifted-like","refseq","XM_023165683.1","protein shifted-like, transcript variant X2","=",1.06985416456423
"TU27339","LOC111509852","G15431","proteoglycan 4-like","refseq","XM_023165690.1","proteoglycan 4-like, transcript variant X2","j",-2.48600985562559
"TU29199","LOC111510566","G16516","telomerase Cajal body protein 1","refseq","XR_002722802.1","telomerase Cajal body protein 1, transcript variant X2","n",1.49526317732602
"TU20649","LOC111507282","G11587","putative DNA helicase Ino80","refseq","XM_023162572.1","putative DNA helicase Ino80","c",-0.502205224745514
"TU21193","LOC111507485","G11910","titin","refseq","XM_023162788.1","titin","=",0.9173773844164
"TU8375","LOC111502472","G4656","uncharacterized LOC111502472","refseq","XM_023156558.1","uncharacterized LOC111502472, transcript variant X1","j",24.7404311757393
"TU3180","LOC111512750","G1714","thioredoxin domain-containing protein 17-like","refseq","XM_023168910.1","thioredoxin domain-containing protein 17-like, transcript variant X2","=",-0.750485713675533
"TU15619","LOC111505365","G8817","membrane alanyl aminopeptidase-like","refseq","XM_023160163.1","membrane alanyl aminopeptidase-like","j",-9.9487444842822
"TU28421","LOC111510245","G16049","protein 4.1 homolog","refseq","XM_023166147.1","protein 4.1 homolog, transcript variant X3","=",0.815577269252031
"TU4400","LOC111517339","G2421","nipped-B-like protein","refseq","XM_023173455.1","nipped-B-like protein","j",-1.11996745356156
"TU20863","LOC111507357","G11720","brefeldin A-inhibited guanine nucleotide-exchange protein 1","refseq","XM_023162654.1","brefeldin A-inhibited guanine nucleotide-exchange protein 1","j",-0.896775387759783
"TU16888","LOC111505861","G9530","ras-related protein Rab-1A","refseq","XM_023160752.1","ras-related protein Rab-1A","j",0.42156216989478
"TU16883","LOC111505850","G9526","cilia- and flagella-associated protein 36","refseq","XM_023160735.1","cilia- and flagella-associated protein 36","j",-3.99540225300224
"TU16882","LOC111505850","G9526","cilia- and flagella-associated protein 36","refseq","XM_023160735.1","cilia- and flagella-associated protein 36","j",-25.7669754302865
"TU18489","LOC111506431","G10383","protein ST7 homolog","refseq","XM_023161497.1","protein ST7 homolog","j",-0.374559432966506
"TU19685",NA,"G11041","* uncharacterized protein LOC120349622","novel","XP_039276015","uncharacterized protein LOC120349622","u",-2.87898025636216
"TU19686","LOC111506899","G11041","uncharacterized LOC111506899","refseq","XR_002722319.1","uncharacterized LOC111506899","y",-3.32484335594384
"TU19687","LOC111506899","G11042","uncharacterized LOC111506899","refseq","XR_002722319.1","uncharacterized LOC111506899","=",-2.32588999564892
"TU11088","LOC111503514","G6174","zinc finger protein jing homolog","refseq","XM_023157841.1","zinc finger protein jing homolog, transcript variant X3","=",-1.63441284212658
"TU33457","LOC111512255","G19117","nuclear pore complex protein Nup153","refseq","XM_023168354.1","nuclear pore complex protein Nup153","j",24.334224022614
"TU19536","LOC111506836","G10954","uncharacterized LOC111506836","refseq","XR_002722307.1","uncharacterized LOC111506836","=",-3.04008905585849
"TU28451","LOC111510258","G16071","protein suppressor of hairy wing","refseq","XM_023166168.1","protein suppressor of hairy wing","=",-0.661583678054166
"TU28453","LOC111510255","G16072","lysM and putative peptidoglycan-binding domain-containing protein 2","refseq","XM_023166164.1","lysM and putative peptidoglycan-binding domain-containing protein 2","=",-0.620128139892626
"TU24449","LOC111508766","G13770","uncharacterized LOC111508766","refseq","XM_023164373.1","uncharacterized LOC111508766","k",-1.39868911272673
"TU4969","LOC111517631","G2759","ERI1 exoribonuclease 2","refseq","XM_023173838.1","ERI1 exoribonuclease 2","=",-1.3018287758107
"TU4960","LOC111517623","G2753","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B","refseq","XM_023173827.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B, transcript variant X2","=",-0.530494143287531
"TU4963","LOC111517625","G2755","putative GPI-anchor transamidase","refseq","XM_023173829.1","putative GPI-anchor transamidase","m",-1.30926769063596
"TU36892","LOC111513552","G21214","facilitated trehalose transporter Tret1-like","refseq","XM_023169773.1","facilitated trehalose transporter Tret1-like, transcript variant X1","=",-2.38807740800814
"TU31164","LOC111511364","G17693","protein atonal homolog 8","refseq","XM_023167375.1","protein atonal homolog 8, transcript variant X2","=",-4.83505678022357
"TU40088","LOC111514835","G23258","superkiller viralicidic activity 2-like 2","refseq","XM_023171075.1","superkiller viralicidic activity 2-like 2, transcript variant X1","j",-1.61049355155192
"TU17456","LOC111506066","G9839","uncharacterized LOC111506066","refseq","XM_023160994.1","uncharacterized LOC111506066","x",0.578921480449747
"TU17454","LOC111506064","G9837","uncharacterized LOC111506064","refseq","XR_002722220.1","uncharacterized LOC111506064","=",-0.865307729947912
"TU14817","LOC111505019","G8336","ATP-dependent RNA helicase DDX24-like","refseq","XM_023159759.1","ATP-dependent RNA helicase DDX24-like","e",1.36006672144558
"TU7260","LOC111502016","G4043","lysine-specific histone demethylase 1A-like","refseq","XM_023155964.1","lysine-specific histone demethylase 1A-like","j",0.576464531487258
"TU7267","LOC111502019","G4047","intraflagellar transport protein 46 homolog","refseq","XM_023155968.1","intraflagellar transport protein 46 homolog","=",3.6920501701518
"TU41309","LOC111515331","G24072","uncharacterized LOC111515331","refseq","XR_002723521.1","uncharacterized LOC111515331","c",-1.25418085069691
"TU16414","LOC111505660","G9242","uncharacterized LOC111505660","refseq","XM_023160508.1","uncharacterized LOC111505660","=",1.03848567256826
"TU30991","LOC111511290","G17592","serine/threonine-protein kinase RIO2","refseq","XM_023167302.1","serine/threonine-protein kinase RIO2","=",0.539253280763577
"TU33946","LOC111512436","G19417","fatty acyl-CoA reductase wat-like","refseq","XM_023168557.1","fatty acyl-CoA reductase wat-like","c",-8.16531347825604
"TU33945","LOC111512436","G19416","fatty acyl-CoA reductase wat-like","refseq","XM_023168557.1","fatty acyl-CoA reductase wat-like","j",-1.25300310910942
"TU12975","LOC111504322","G7291","mitochondrial ribonuclease P protein 3","refseq","XM_023158845.1","mitochondrial ribonuclease P protein 3","j",1.04093206845171
"TU33368",NA,"G19081","* uncharacterized protein LOC111513268","novel","XP_023025218","uncharacterized protein LOC111513268","u",22.2701959754597
"TU6614",NA,"G3662","* activity-regulated cytoskeleton-associated protein-like","novel","XP_023019280","activity-regulated cytoskeleton-associated protein-like","u",-2.10881826418966
"TU6618","LOC111518284","G3664","histone H3","refseq","XM_023174703.1","histone H3","x",-6.6262181628315
"TU9508","LOC111502913","G5315","ATPase family AAA domain-containing protein 2-like","refseq","XM_023157091.1","ATPase family AAA domain-containing protein 2-like","j",-1.1198948525749
"TU4101","LOC111517190","G2253","leucine-rich repeat-containing protein 15-like","refseq","XM_023173262.1","leucine-rich repeat-containing protein 15-like","=",-1.1530545628287
"TU4105","LOC111517191","G2256","leucine-rich repeat-containing protein 15-like","refseq","XM_023173263.1","leucine-rich repeat-containing protein 15-like","o",-1.03726989480118
"TU36462","LOC111513390","G20948","cathepsin B-like","refseq","XM_023169592.1","cathepsin B-like","i",-4.17425041846104
"TU36468","LOC111513392","G20953","dynein intermediate chain 2","refseq","XM_023169594.1","dynein intermediate chain 2, ciliary-like","i",-1.17693551340405
"TU30203","LOC111510978","G17121","H2.0-like homeobox protein","refseq","XM_023166958.1","H2.0-like homeobox protein","=",2.09200560474929
"TU2624","LOC111509841","G1399","probable sulfite oxidase","refseq","XM_023165678.1","probable sulfite oxidase, mitochondrial, transcript variant X1","j",-19.3568294432551
"TU2627","LOC111509841","G1399","probable sulfite oxidase","refseq","XM_023165678.1","probable sulfite oxidase, mitochondrial, transcript variant X1","m",3.3909018677324
"TU27687","LOC111509984","G15636","uncharacterized LOC111509984","refseq","XM_023165847.1","uncharacterized LOC111509984","x",-1.84727528773524
"TU39020","LOC111514379","G22568","annexin A7-like","refseq","XM_023170616.1","annexin A7-like, transcript variant X1","j",25.0022595371906
"TU41829","LOC111515547","G24440","vesicle transport protein SEC20","refseq","XM_023171764.1","vesicle transport protein SEC20","=",-0.444373779121568
"TU44095",NA,"G26069","* ---NA---","novel",NA,"---NA---","u",-3.36794031575845
"TU44092","LOC111516509","G26066","kinesin light chain","refseq","XM_023172664.1","kinesin light chain","j",-0.331597654184639
"TU25655","LOC111509199","G14445","dynein heavy chain 5","refseq","XM_023164894.1","dynein heavy chain 5, axonemal","j",-1.6168106595972
"TU24563","LOC111508808","G13825","palmitoyltransferase ZDHHC15","refseq","XM_023164423.1","palmitoyltransferase ZDHHC15, transcript variant X3","m",-0.801659415073496
"TU8597","LOC111502570","G4788","collagen alpha-1(I) chain-like","refseq","XM_023156680.1","collagen alpha-1(I) chain-like, transcript variant X1","=",-2.01350308108038
"TU21421","LOC111507558","G12025","pre-mRNA-processing factor 6","refseq","XM_023162890.1","pre-mRNA-processing factor 6","i",-2.17531736024059
"TU22199","LOC111507874","G12481","ribonuclease P/MRP protein subunit POP5","refseq","XM_023163251.1","ribonuclease P/MRP protein subunit POP5","=",1.1184520334551
"TU25312",NA,"G14246","* ---NA---","novel",NA,"---NA---","u",-1.42276169077242
"TU36807","LOC111513525","G21161","protein strawberry notch-like","refseq","XM_023169743.1","protein strawberry notch-like","j",-0.49969502442484
"TU39849","LOC111514722","G23097","uncharacterized LOC111514722","refseq","XM_023170970.1","uncharacterized LOC111514722","j",1.36613491609983
"TU39840","LOC111514722","G23097","uncharacterized LOC111514722","refseq","XM_023170970.1","uncharacterized LOC111514722","=",0.972125106516557
"TU39843","LOC111514722","G23097","uncharacterized LOC111514722","refseq","XM_023170970.1","uncharacterized LOC111514722","j",1.94156133322253
"TU39847","LOC111514722","G23097","uncharacterized LOC111514722","refseq","XM_023170970.1","uncharacterized LOC111514722","j",2.27752750002976
"TU11860","LOC111503826","G6617","ribosome biogenesis protein BRX1 homolog","refseq","XM_023158243.1","ribosome biogenesis protein BRX1 homolog","k",-0.382505443261096
"TU11863","LOC111503816","G6620","PR domain zinc finger protein 10-like","refseq","XM_023158231.1","PR domain zinc finger protein 10-like","j",0.486498504156547
"TU28126","LOC111510140","G15876","cationic amino acid transporter 2-like","refseq","XM_023166013.1","cationic amino acid transporter 2-like","j",-1.49756793057207
"TU37164","LOC111513661","G21390","ADP-ribosylation factor-like protein 1","refseq","XM_023169879.1","ADP-ribosylation factor-like protein 1","j",-0.469227225425986
"TU10805","LOC111503436","G6040","protein N-terminal asparagine amidohydrolase-like","refseq","XM_023157723.1","protein N-terminal asparagine amidohydrolase-like","j",-1.30885864830913
"TU10801","LOC111503430","G6038","pro-resilin-like","refseq","XM_023157717.1","pro-resilin-like","=",-1.74627847172467
"TU10808",NA,"G6042","* ---NA---","novel",NA,"---NA---","u",1.64190933536338
"TU41543","LOC111515425","G24234","peroxisomal membrane protein PMP34","refseq","XM_023171650.1","peroxisomal membrane protein PMP34","=",-0.601556232083404
"TU4745","LOC111517511","G2633","uncharacterized LOC111517511","refseq","XM_023173689.1","uncharacterized LOC111517511","j",-0.914089441743064
"TU24605","LOC111508817","G13845","uncharacterized LOC111508817","refseq","XM_023164434.1","uncharacterized LOC111508817","=",1.30562296219245
"TU24606","LOC111508817","G13845","uncharacterized LOC111508817","refseq","XM_023164434.1","uncharacterized LOC111508817","c",-2.96879047168656
"TU24601","LOC111508820","G13843","uncharacterized LOC111508820","refseq","XM_023164438.1","uncharacterized LOC111508820, transcript variant X1","=",-7.06516123727176
"TU28950","LOC111510480","G16371","uncharacterized LOC111510480","refseq","XM_023166404.1","uncharacterized LOC111510480","j",1.58743581240411
"TU28954","LOC111510473","G16375","uncharacterized LOC111510473","refseq","XM_023166398.1","uncharacterized LOC111510473","c",-2.00332501555479
"TU28957","LOC111510476","G16377","uncharacterized LOC111510476","refseq","XM_023166401.1","uncharacterized LOC111510476","=",-2.05512247313449
"TU223","LOC111508250","G117","eukaryotic initiation factor 4A-II-like","refseq","XM_023163725.1","eukaryotic initiation factor 4A-II-like, transcript variant X1","j",-21.958202936436
"TU42557",NA,"G24932","* E3 SUMO-protein ligase KIAA1586-like","novel","CAB3247518","E3 SUMO-protein ligase KIAA1586-like","u",0.534264886498445
"TU16927","LOC111505859","G9553","maternal protein exuperantia","refseq","XM_023160748.1","maternal protein exuperantia, transcript variant X1","p",1.66017112369396
"TU16928","LOC111505859","G9554","maternal protein exuperantia","refseq","XM_023160748.1","maternal protein exuperantia, transcript variant X1","=",-1.04693540909343
"TU18565","LOC111506455","G10430","protein PF14_0175-like","refseq","XM_023161521.1","protein PF14_0175-like","j",-23.2646820848226
"TU36912","LOC111513560","G21229","switch-associated protein 70-like","refseq","XM_023169783.1","switch-associated protein 70-like","j",2.327375347166
"TU36911","LOC111513560","G21229","switch-associated protein 70-like","refseq","XM_023169783.1","switch-associated protein 70-like","j",-23.3788165329146
"TU28003","LOC111510084","G15807","uncharacterized LOC111510084","refseq","XM_023165944.1","uncharacterized LOC111510084","j",1.58607503098373
"TU38135","LOC111514030","G22011","uncharacterized LOC111514030","refseq","XM_023170261.1","uncharacterized LOC111514030","i",1.39556655323724
"TU41461","LOC111515391","G24184","dnaJ homolog subfamily C member 3","refseq","XM_023171616.1","dnaJ homolog subfamily C member 3","=",-0.577985667907066
"TU395","LOC111516715","G209","eclosion hormone-like","refseq","XM_023172867.1","eclosion hormone-like","j",-1.61488565798733
"TU38139","LOC111514030","G22013","uncharacterized LOC111514030","refseq","XM_023170261.1","uncharacterized LOC111514030","j",1.42332899480095
"TU10498",NA,"G5881","* alpha-tocopherol transfer protein-like","novel","XP_023028114","alpha-tocopherol transfer protein-like","u",-2.85253838870787
"TU10497",NA,"G5881","* alpha-tocopherol transfer protein-like","novel","XP_023028114","alpha-tocopherol transfer protein-like","u",-2.58325924959041
"TU10495",NA,"G5881","* alpha-tocopherol transfer protein-like","novel","XP_023028114","alpha-tocopherol transfer protein-like","u",-2.22568650521569
"TU28428","LOC111510244","G16055","putative glucosylceramidase 3","refseq","XM_023166143.1","putative glucosylceramidase 3","p",-1.18004753172971
"TU10146","LOC111503184","G5688","kinesin-like protein KIF6","refseq","XM_023157427.1","kinesin-like protein KIF6, transcript variant X2","j",21.3982898817607
"TU4982","LOC111517638","G2768","uncharacterized LOC111517638","refseq","XM_023173844.1","uncharacterized LOC111517638, transcript variant X1","=",-0.574663052745714
"TU3168","LOC111512686","G1705","uncharacterized LOC111512686","refseq","XM_023168834.1","uncharacterized LOC111512686","x",-1.83023552118473
"TU33357","LOC111512233","G19074","L-threonine 3-dehydrogenase-like","refseq","XM_023168330.1","L-threonine 3-dehydrogenase-like","n",-1.1052761032002
"TU33752","LOC111512358","G19303","protein gooseberry-like","refseq","XM_023168463.1","protein gooseberry-like, transcript variant X2","i",-2.34007224509736
"TU3835","LOC111515985","G2104","L-lactate dehydrogenase","refseq","XM_023172185.1","L-lactate dehydrogenase, transcript variant X2","=",-1.16340022783103
"TU37278",NA,"G21461","* hypothetical protein JTB14_010160","novel","KAG5890141","hypothetical protein JTB14_010160","u",1.3314551085353
"TU1095","LOC111503038","G552","TWiK family of potassium channels protein 9","refseq","XM_023157241.1","TWiK family of potassium channels protein 9","j",-20.1857963828067
"TU1092","LOC111503038","G552","TWiK family of potassium channels protein 9","refseq","XM_023157241.1","TWiK family of potassium channels protein 9","k",-18.827854859601
"TU26451","LOC111509518","G14931","protein zyg-11 homolog B-like","refseq","XM_023165284.1","protein zyg-11 homolog B-like","=",-0.520069431529163
"TU26458","LOC111509527","G14935","putative uncharacterized protein DDB_G0271606","refseq","XM_023165292.1","putative uncharacterized protein DDB_G0271606","j",-21.7631730394022
"TU9779","LOC111503033","G5471","uncharacterized LOC111503033","refseq","XM_023157230.1","uncharacterized LOC111503033","=",-1.16738485465177
"TU9771",NA,"G5466","* protein ALP1-like","novel","XP_023935579","protein ALP1-like","u",0.814972042643681
"TU1549","LOC111505087","G813","mediator of RNA polymerase II transcription subunit 12","refseq","XM_023159838.1","mediator of RNA polymerase II transcription subunit 12","j",0.705128037335693
"TU20854","LOC111507356","G11715","mitogen-activated protein kinase-binding protein 1","refseq","XM_023162653.1","mitogen-activated protein kinase-binding protein 1","j",-1.08686242365562
"TU20850","LOC111507356","G11712","mitogen-activated protein kinase-binding protein 1","refseq","XM_023162653.1","mitogen-activated protein kinase-binding protein 1","c",-0.912871539813322
"TU27494","LOC111509910","G15517","uncharacterized LOC111509910","refseq","XM_023165766.1","uncharacterized LOC111509910","=",-3.47301669303489
"TU44465",NA,"G26351","* hypothetical protein JTB14_031584","novel","KAG5863980","hypothetical protein JTB14_031584","u",0.65509282518468
"TU22188","LOC111507877","G12471","uncharacterized LOC111507877","refseq","XM_023163253.1","uncharacterized LOC111507877","j",0.438208831125912
"TU3403","LOC111514210","G1847","lactase-phlorizin hydrolase-like","refseq","XM_023170451.1","lactase-phlorizin hydrolase-like","j",-13.5924011052143
"TU44753",NA,"G26567","* protein DGCR14 homolog","novel","XP_023016470","protein DGCR14 homolog","u",-21.5354144028972
"TU39782","LOC111514692","G23052","ATP-binding cassette sub-family G member 5-like","refseq","XM_023170942.1","ATP-binding cassette sub-family G member 5-like","o",1.06934091067881
"TU20149","LOC111507098","G11320","cytochrome P450 9e2-like","refseq","XM_023162345.1","cytochrome P450 9e2-like, transcript variant X1","=",-1.22549550090678
"TU20147","LOC111507098","G11318","cytochrome P450 9e2-like","refseq","XM_023162346.1","cytochrome P450 9e2-like, transcript variant X2","i",-1.79920604917804
"TU20146",NA,"G11317","* unnamed protein product","novel","VEN38199","unnamed protein product","r",-5.82585790507584
"TU31060","LOC111511317","G17631","proto-oncogene tyrosine-protein kinase receptor Ret","refseq","XM_023167332.1","proto-oncogene tyrosine-protein kinase receptor Ret","j",1.36579168401813
"TU31066","LOC111511321","G17637","protein shank-like","refseq","XM_023167336.1","protein shank-like","=",-10.4991589086388
"TU31068","LOC111511322","G17638","U6 spliceosomal RNA","refseq","XR_002722898.1","U6 spliceosomal RNA","y",1.46243982347711
"TU30336","LOC111511030","G17198","glutaminyl-peptide cyclotransferase","refseq","XM_023167040.1","glutaminyl-peptide cyclotransferase","j",-23.5959819980137
"TU25534","LOC111509162","G14380","bone morphogenetic protein receptor type-1B","refseq","XM_023164852.1","bone morphogenetic protein receptor type-1B, transcript variant X3","=",-2.4251867549635
"TU25533","LOC111509162","G14380","bone morphogenetic protein receptor type-1B","refseq","XM_023164851.1","bone morphogenetic protein receptor type-1B, transcript variant X2","=",-1.94369302007274
"TU19014","LOC111506604","G10669","dolichol-phosphate mannosyltransferase subunit 1","refseq","XM_023161729.1","dolichol-phosphate mannosyltransferase subunit 1","=",-0.275506704121411
"TU19017","LOC111506606","G10672","guanine nucleotide-binding protein G(s) subunit alpha","refseq","XM_023161731.1","guanine nucleotide-binding protein G(s) subunit alpha","=",-0.65222418362169
"TU19016","LOC111506606","G10671","guanine nucleotide-binding protein G(s) subunit alpha","refseq","XM_023161731.1","guanine nucleotide-binding protein G(s) subunit alpha","y",-0.662324717805375
"TU38126","LOC111514025","G22004","tetraspanin-9","refseq","XM_023170255.1","tetraspanin-9, transcript variant X2","k",-0.771488517283152
"TU38120","LOC111514024","G22001","CUB and sushi domain-containing protein 3-like","refseq","XM_023170253.1","CUB and sushi domain-containing protein 3-like","k",1.09231041854609
"TU38129",NA,"G22005","* DNA oxidative demethylase ALKBH2 ","novel","XP_018562240","DNA oxidative demethylase ALKBH2 isoform X2","u",-3.07005708613819
"TU25397","LOC111509098","G14292","cysteine-rich protein 2-binding protein-like","refseq","XM_023164787.1","cysteine-rich protein 2-binding protein-like, transcript variant X2","=",-1.51527172956267
"TU15229","LOC111505201","G8588","RNA-binding protein 1","refseq","XM_023159975.1","RNA-binding protein 1","i",0.873720231508202
"TU23632","LOC111508446","G13314","eIF-2-alpha kinase GCN2-like","refseq","XM_023163945.1","eIF-2-alpha kinase GCN2-like","i",2.42511605676882
"TU29978","LOC111510887","G16986","caspase-1","refseq","XM_023166843.1","caspase-1","x",-1.35439578431503
"TU29975",NA,"G16984","* aldose reductase A-like","novel","KAG5880451","aldose reductase A-like","u",-0.7323177699871
"TU24423","LOC111508747","G13754","transient receptor potential channel pyrexia","refseq","XM_023164353.1","transient receptor potential channel pyrexia, transcript variant X1","=",0.671398829477138
"TU27828",NA,"G15723","* ---NA---","novel",NA,"---NA---","u",-2.06224843934293
"TU9552","LOC111502934","G5338","uncharacterized LOC111502934","refseq","XM_023157119.1","uncharacterized LOC111502934","o",-6.21058267690117
"TU45092","LOC111516970","G26829","histone acetyltransferase KAT8-like","refseq","XM_023173047.1","histone acetyltransferase KAT8-like","k",0.335571486647889
"TU28086","LOC111510118","G15855","uncharacterized LOC111510118","refseq","XM_023165989.1","uncharacterized LOC111510118, transcript variant X4","=",0.871832592449637
"TU28080","LOC111510118","G15855","uncharacterized LOC111510118","refseq","XM_023165987.1","uncharacterized LOC111510118, transcript variant X2","j",2.25467210817587
"TU10305","LOC111503228","G5767","uncharacterized LOC111503228","refseq","XM_023157479.1","uncharacterized LOC111503228","=",2.84993704306291
"TU10303","LOC111503249","G5765","tetraspanin-7-like","refseq","XM_023157512.1","tetraspanin-7-like, transcript variant X1","=",0.614326887084147
"TU10300","LOC111503248","G5764","LIRP-like","refseq","XM_023157511.1","LIRP-like, transcript variant X2","=",-3.27617005027001
"TU29248","LOC111510587","G16543","uncharacterized LOC111510587","refseq","XM_023166506.1","uncharacterized LOC111510587","=",-0.858084364944135
"TU27104","LOC111509759","G15288","hemicentin-1-like","refseq","XM_023165567.1","hemicentin-1-like","i",-6.87002340971247
"TU25597","LOC111509182","G14417","uncharacterized LOC111509182","refseq","XM_023164875.1","uncharacterized LOC111509182","j",-0.967579116668547
"TU17330","LOC111506015","G9777","peptidoglycan-recognition protein LB-like","refseq","XM_023160941.1","peptidoglycan-recognition protein LB-like, transcript variant X6","=",-12.8849106843189
"TU7739",NA,"G4301","* general transcription factor II-I repeat domain-containing protein 2-like","novel","XP_028135347","general transcription factor II-I repeat domain-containing protein 2-like","u",2.1433705899313
"TU43960",NA,"G25972","* sperm flagellar protein 2-like ","novel","KAG5861230","sperm flagellar protein 2-like isoform X1","u",1.25759899219315
"TU40994","LOC111515204","G23860","inosine-5'-monophosphate dehydrogenase-like","refseq","XM_023171433.1","inosine-5'-monophosphate dehydrogenase-like","p",1.0474958822494
"TU40990","LOC111515206","G23856","lysine-specific demethylase lid-like","refseq","XM_023171436.1","lysine-specific demethylase lid-like","k",-1.00350350824821
"TU5468","LOC111517837","G3032","toll-like receptor 6","refseq","XM_023174118.1","toll-like receptor 6","j",-2.92678695928615
"TU3702","LOC111515435","G2020","nitric oxide synthase-interacting protein homolog","refseq","XM_023171663.1","nitric oxide synthase-interacting protein homolog","=",0.408071765786982
"TU5282","LOC111517756","G2932","protein I'm not dead yet-like","refseq","XM_023174020.1","protein I'm not dead yet-like","j",20.6147978239195
