"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU41834","LOC111515549","G24444","ATP-dependent RNA helicase DDX54-like","refseq","XM_023171768.1","ATP-dependent RNA helicase DDX54-like","c",-0.73188317772541
"TU14159",NA,"G7967","* protein gone early","novel","KAG5889676","protein gone early","u",0.767357339495619
"TU14158",NA,"G7967","* protein gone early","novel","KAG5889676","protein gone early","u",1.07017137780126
"TU43244","LOC111516137","G25414","uncharacterized LOC111516137","refseq","XM_023172317.1","uncharacterized LOC111516137","=",-1.4475166751054
"TU6163","LOC111518084","G3399","E3 SUMO-protein ligase RanBP2","refseq","XM_023174427.1","E3 SUMO-protein ligase RanBP2","j",24.2112155629191
"TU6160","LOC111518084","G3398","E3 SUMO-protein ligase RanBP2","refseq","XM_023174427.1","E3 SUMO-protein ligase RanBP2","j",0.660779565692163
"TU6161","LOC111518084","G3399","E3 SUMO-protein ligase RanBP2","refseq","XM_023174427.1","E3 SUMO-protein ligase RanBP2","j",-0.875423139392164
"TU30219",NA,"G17134","* hypothetical protein JTB14_032478","novel","KAG5870186","hypothetical protein JTB14_032478","u",-0.949172764706937
"TU35534","LOC111513039","G20379","CDK5 regulatory subunit-associated protein 1","refseq","XM_023169200.1","CDK5 regulatory subunit-associated protein 1","e",-0.744516311759965
"TU29434","LOC111510666","G16653","RISC-loading complex subunit tarbp2-like","refseq","XM_023166598.1","RISC-loading complex subunit tarbp2-like","j",1.11891040379635
"TU34900","LOC111512792","G19981","plasminogen activator inhibitor 1 RNA-binding protein-like","refseq","XM_023168951.1","plasminogen activator inhibitor 1 RNA-binding protein-like","j",0.566081082530234
"TU41351",NA,"G24100","* histone-lysine N-methyltransferase SETMAR-like","novel","KMQ86923","histone-lysine N-methyltransferase SETMAR-like","r",1.48558998977148
"TU41350","LOC111515346","G24099","organic cation transporter protein-like","refseq","XM_023171571.1","organic cation transporter protein-like","=",0.903853523917371
"TU16447","LOC111505670","G9262","ankyrin repeat domain-containing protein 39","refseq","XM_023160521.1","ankyrin repeat domain-containing protein 39, transcript variant X3","j",19.7395694237119
"TU34666",NA,"G19838","* uncharacterized protein LOC111507326","novel","XP_023018391","uncharacterized protein LOC111507326","u",-0.757509730666588
"TU30961","LOC111511278","G17573","uncharacterized LOC111511278","refseq","XM_023167289.1","uncharacterized LOC111511278","k",1.03709942697212
"TU26235","LOC111509439","G14806","signal transducer and activator of transcription 5B","refseq","XM_023165198.1","signal transducer and activator of transcription 5B","j",20.2606268758047
"TU26239","LOC111509425","G14807","zinc finger protein 184-like","refseq","XM_023165180.1","zinc finger protein 184-like, transcript variant X2","=",21.1039495666944
"TU27189","LOC111509794","G15335","insulin-like receptor","refseq","XR_002722686.1","insulin-like receptor, transcript variant X1","=",0.664303149329322
"TU1323","LOC111504101","G676","uncharacterized LOC111504101","refseq","XR_002721956.1","uncharacterized LOC111504101","=",0.807810588478865
"TU26584","LOC111509575","G15001","protein tramtrack","refseq","XM_023165339.1","protein tramtrack, beta isoform-like, transcript variant X1","i",23.1134344887148
"TU26582","LOC111509575","G15001","protein tramtrack","refseq","XM_023165341.1","protein tramtrack, beta isoform-like, transcript variant X3","j",22.973445720871
"TU9663","LOC111502964","G5402","tyrosine-protein phosphatase non-receptor type 13-like","refseq","XM_023157161.1","tyrosine-protein phosphatase non-receptor type 13-like","p",1.81367266328185
"TU31601","LOC111511515","G17967","mitogen-activated protein kinase kinase kinase 9","refseq","XM_023167527.1","mitogen-activated protein kinase kinase kinase 9","=",0.660585914486489
"TU31607","LOC111511539","G17970","cytoplasmic dynein 2 heavy chain 1-like","refseq","XM_023167566.1","cytoplasmic dynein 2 heavy chain 1-like","=",-1.15766546821842
"TU30552","LOC111511130","G17336","uncharacterized LOC111511130","refseq","XM_023167147.1","uncharacterized LOC111511130, transcript variant X1","j",-2.11656377752364
"TU30554",NA,"G17337","* hormone receptor 3","novel","AKN21733","hormone receptor 3","u",1.13985092330394
"TU38389","LOC111514133","G22167","integrator complex subunit 7","refseq","XM_023170368.1","integrator complex subunit 7","j",0.514713012009223
"TU26914",NA,"G15185","* hypothetical protein B7P43_G02146","novel","PNF14081","hypothetical protein B7P43_G02146","u",-7.07721936095292
"TU26912","LOC111509688","G15184","broad-complex core protein","refseq","XM_023165479.1","broad-complex core protein, transcript variant X10","n",22.6170051380231
"TU26910","LOC111509688","G15184","broad-complex core protein","refseq","XM_023165480.1","broad-complex core protein, transcript variant X11","j",0.737099907920586
"TU24771","LOC111508883","G13939","uncharacterized LOC111508883","refseq","XM_023164509.1","uncharacterized LOC111508883","i",-2.97309494372138
"TU18671","LOC111506490","G10500","uncharacterized LOC111506490","refseq","XM_023161564.1","uncharacterized LOC111506490, transcript variant X1","=",1.60103095281069
"TU33506","LOC111512280","G19149","uncharacterized LOC111512280","refseq","XM_023168385.1","uncharacterized LOC111512280, transcript variant X1","=",0.718309418355858
"TU38956","LOC111514354","G22531","protein msta-like","refseq","XM_023170591.1","protein msta-like","j",-1.35608893142427
"TU10253","LOC111503239","G5754","serine hydrolase-like protein","refseq","XM_023157491.1","serine hydrolase-like protein, transcript variant X1","j",18.7470727533374
"TU17150","LOC111505951","G9670","UPF0518 protein CPIJ015043","refseq","XM_023160866.1","UPF0518 protein CPIJ015043","j",0.629337417002341
"TU10877","LOC111503456","G6085","uncharacterized LOC111503456","refseq","XM_023157751.1","uncharacterized LOC111503456","=",-1.22045171769565
"TU41975","LOC111515610","G24537","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like","refseq","XM_023171826.1","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like","=",18.9965016524755
"TU41974","LOC111515611","G24536","ankyrin-3-like","refseq","XM_023171827.1","ankyrin-3-like, transcript variant X1","=",18.0313859705702
"TU7158","LOC111501982","G3981","syntaxin-1A","refseq","XM_023155923.1","syntaxin-1A, transcript variant X5","=",1.15729335362848
"TU33260","LOC111512189","G19007","potassium channel subfamily T member 2-like","refseq","XM_023168292.1","potassium channel subfamily T member 2-like","j",-16.9133825736958
"TU32479","LOC111511882","G18521","uncharacterized LOC111511882","refseq","XM_023167896.1","uncharacterized LOC111511882, transcript variant X1","=",21.8247007720914
"TU42502","LOC111515826","G24890","uncharacterized LOC111515826","refseq","XR_002723599.1","uncharacterized LOC111515826","n",19.8837666744022
"TU3655","LOC111515234","G2000","ubiquitin carboxyl-terminal hydrolase 35","refseq","XM_023171465.1","ubiquitin carboxyl-terminal hydrolase 35, transcript variant X1","j",18.5951053994551
"TU11398","LOC111503640","G6365","uncharacterized LOC111503640","refseq","XR_002721903.1","uncharacterized LOC111503640","=",4.72441856523625
"TU11396","LOC111503652","G6363","potential E3 ubiquitin-protein ligase ariadne-2","refseq","XM_023158015.1","potential E3 ubiquitin-protein ligase ariadne-2, transcript variant X3","=",4.66386543218896
"TU14342","LOC111504840","G8063","UPF0160 protein","refseq","XR_002722048.1","UPF0160 protein, transcript variant X2","=",-23.546527301464
"TU11649","LOC111503747","G6494","protein draper","refseq","XM_023158136.1","protein draper, transcript variant X3","=",0.579248331218574
"TU11642","LOC111503735","G6491","embryonic polarity protein dorsal-like","refseq","XM_023158123.1","embryonic polarity protein dorsal-like, transcript variant X3","=",0.617625927379726
"TU30023","LOC111510895","G16999","zinc finger protein 664-like","refseq","XM_023166857.1","zinc finger protein 664-like, transcript variant X1","m",19.8432858643517
"TU31955","LOC111511652","G18182","uncharacterized LOC111511652","refseq","XM_023167683.1","uncharacterized LOC111511652","i",23.4606115521884
"TU10112","LOC111503176","G5672","uncharacterized LOC111503176","refseq","XR_002721841.1","uncharacterized LOC111503176, transcript variant X1","j",-0.990004563374909
"TU35701","LOC111513098","G20487","enoyl-[acyl-carrier-protein] reductase","refseq","XM_023169259.1","enoyl-[acyl-carrier-protein] reductase, mitochondrial-like, transcript variant X2","j",0.550542238030921
"TU3138","LOC111512443","G1695","multidrug resistance-associated protein 4-like","refseq","XM_023168564.1","multidrug resistance-associated protein 4-like","j",-1.28333164883253
"TU3130","LOC111512422","G1691","hemicentin-1-like","refseq","XM_023168546.1","hemicentin-1-like","c",2.53284310565661
"TU34257","LOC111512548","G19582","uncharacterized LOC111512548","refseq","XM_023168688.1","uncharacterized LOC111512548","=",-1.24435837877613
"TU9899","LOC111503082","G5547","adapter molecule Crk","refseq","XM_023157300.1","adapter molecule Crk","=",0.792121538393052
"TU37130","LOC111513642","G21370","zinc finger protein OZF-like","refseq","XM_023169864.1","zinc finger protein OZF-like, transcript variant X1","=",0.610968303406984
"TU31254","LOC111511397","G17752","kinesin-like protein unc-104","refseq","XM_023167411.1","kinesin-like protein unc-104","j",1.08001557115301
"TU1513",NA,"G788","* ---NA---","novel",NA,"---NA---","u",1.29550615983853
"TU27448","LOC111509887","G15492","phosphofurin acidic cluster sorting protein 1","refseq","XM_023165743.1","phosphofurin acidic cluster sorting protein 1","j",0.638473480852678
"TU27443","LOC111509891","G15490","dnaJ homolog subfamily C member 1","refseq","XM_023165746.1","dnaJ homolog subfamily C member 1","k",20.3050829323584
"TU32563","LOC111511923","G18572","uncharacterized LOC111511923","refseq","XM_023167996.1","uncharacterized LOC111511923","p",1.23612465528453
"TU38018","LOC111513983","G21932","sodium-dependent nutrient amino acid transporter 1-like","refseq","XM_023170209.1","sodium-dependent nutrient amino acid transporter 1-like","c",-1.19199804978061
"TU21042","LOC111507433","G11823","lachesin-like","refseq","XM_023162727.1","lachesin-like","j",18.2128726552925
"TU19068",NA,"G10709","* uncharacterized protein LOC111507867, partial","novel","XP_023019013","uncharacterized protein LOC111507867, partial","u",-0.926653515933025
"TU12725","LOC111504198","G7140","protein tramtrack","refseq","XM_023158700.1","protein tramtrack, beta isoform, transcript variant X1","p",0.643989926874426
"TU38997",NA,"G22558","* ---NA---","novel",NA,"---NA---","u",-2.5305976995478
"TU28677","LOC111510349","G16215","TBC1 domain family member 25","refseq","XM_023166251.1","TBC1 domain family member 25, transcript variant X2","j",0.665248329304248
"TU11403","LOC111503655","G6367","uncharacterized LOC111503655","refseq","XM_023158018.1","uncharacterized LOC111503655","j",15.2793150634271
"TU23375","LOC111508353","G13153","zinc finger protein 121-like","refseq","XM_023163823.1","zinc finger protein 121-like","j",0.53141228583134
"TU23373","LOC111508351","G13151","membrane-bound transcription factor site-2 protease","refseq","XM_023163820.1","membrane-bound transcription factor site-2 protease","=",0.401159125463584
"TU13802","LOC111504643","G7761","proteoglycan 4","refseq","XM_023159306.1","proteoglycan 4, transcript variant X1","i",-1.72671559669361
"TU5969","LOC111518011","G3301","uncharacterized LOC111518011","refseq","XR_002723902.1","uncharacterized LOC111518011, transcript variant X9","=",0.818325464664243
"TU14634","LOC111504954","G8241","uncharacterized LOC111504954","refseq","XM_023159680.1","uncharacterized LOC111504954","i",-5.13888817143555
"TU42329","LOC111515750","G24781","T-complex protein 1 subunit eta-like","refseq","XM_023171947.1","T-complex protein 1 subunit eta-like","=",0.662421637210945
"TU13117","LOC111504386","G7380","eukaryotic initiation factor 4A-III-like","refseq","XM_023158931.1","eukaryotic initiation factor 4A-III-like","=",0.662907801491237
"TU4368","LOC111517333","G2406","collagen alpha-1(I) chain-like","refseq","XM_023173448.1","collagen alpha-1(I) chain-like, transcript variant X3","=",-20.0636433592542
"TU18948","LOC111506577","G10629","metal transporter CNNM4","refseq","XM_023161698.1","metal transporter CNNM4","e",0.71589172145076
"TU18949","LOC111506577","G10630","metal transporter CNNM4","refseq","XM_023161698.1","metal transporter CNNM4","e",0.751427828863961
"TU18943","LOC111506577","G10627","metal transporter CNNM4","refseq","XM_023161698.1","metal transporter CNNM4","j",24.9565087084611
"TU18944","LOC111506577","G10627","metal transporter CNNM4","refseq","XM_023161698.1","metal transporter CNNM4","j",24.9993372138059
"TU7477","LOC111502105","G4165","ubiquitin-conjugating enzyme E2-22 kDa","refseq","XM_023156088.1","ubiquitin-conjugating enzyme E2-22 kDa","=",-0.829129247560143
"TU8304","LOC111502437","G4614","charged multivesicular body protein 2a","refseq","XM_023156520.1","charged multivesicular body protein 2a","j",0.505708354213447
"TU5180","LOC111517713","G2874","maternal protein pumilio","refseq","XM_023173955.1","maternal protein pumilio, transcript variant X5","j",8.66501387229115
"TU4586","LOC111517437","G2543","integrin alpha-PS1","refseq","XM_023173600.1","integrin alpha-PS1, transcript variant X1","i",-1.00946676104275
"TU36062","LOC111513239","G20710","uncharacterized LOC111513239","refseq","XR_002723185.1","uncharacterized LOC111513239","n",-1.10135483143752
"TU1456","LOC111504517","G753","serine/threonine-protein kinase NLK-like","refseq","XM_023159086.1","serine/threonine-protein kinase NLK-like","j",16.5672864854176
"TU35009",NA,"G20046","* uncharacterized protein LOC115874649","novel","XP_030745722","uncharacterized protein LOC115874649","u",20.9811113682056
"TU2184","LOC111508017","G1183","ubiquitin-conjugating enzyme E2-17 kDa","refseq","XM_023163437.1","ubiquitin-conjugating enzyme E2-17 kDa","=",-0.294487629088523
"TU24967","LOC111508944","G14051","microspherule protein 1","refseq","XM_023164596.1","microspherule protein 1, transcript variant X1","=",-0.515793816641259
"TU8114","LOC111502357","G4512","endochitinase A-like","refseq","XM_023156424.1","endochitinase A-like, transcript variant X1","k",0.685970617164902
"TU41048","LOC111515228","G23892","multidrug resistance-associated protein 4-like","refseq","XM_023171456.1","multidrug resistance-associated protein 4-like","j",-2.01046619034388
"TU23177","LOC111508269","G13046","uncharacterized LOC111508269","refseq","XM_023163709.1","uncharacterized LOC111508269","j",20.6846802715173
"TU32247","LOC111511787","G18365","TP53-regulating kinase","refseq","XM_023167810.1","TP53-regulating kinase, transcript variant X2","=",0.677924829580327
"TU32242","LOC111511779","G18360","phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like","refseq","XM_023167802.1","phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like","n",0.845474000304594
"TU32240","LOC111511779","G18360","phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like","refseq","XM_023167802.1","phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like","k",0.522421346294113
"TU22740","LOC111508074","G12791","actin-binding LIM protein 3","refseq","XM_023163491.1","actin-binding LIM protein 3, transcript variant X1","j",1.11917346380393
"TU25643","LOC111509193","G14437","glutathione hydrolase 1 proenzyme-like","refseq","XM_023164889.1","glutathione hydrolase 1 proenzyme-like, transcript variant X2","i",-2.29692542211352
"TU29397","LOC111510656","G16637","uncharacterized LOC111510656","refseq","XM_023166587.1","uncharacterized LOC111510656","j",0.585119662595844
"TU29393","LOC111510651","G16633","transmembrane protein 18","refseq","XM_023166581.1","transmembrane protein 18","=",0.502981148703259
"TU41595","LOC111515447","G24273","protein tweety","refseq","XM_023171670.1","protein tweety","=",1.00103178462693
"TU13686","LOC111504593","G7696","sialin","refseq","XM_023159229.1","sialin","=",0.813338178599187
"TU13684","LOC111504598","G7694","target of rapamycin","refseq","XM_023159237.1","target of rapamycin","=",0.499088778095389
"TU12554","LOC111504118","G7025","DNA-dependent protein kinase catalytic subunit-like","refseq","XM_023158610.1","DNA-dependent protein kinase catalytic subunit-like","=",0.52706933682383
"TU12558",NA,"G7027","* ---NA---","novel",NA,"---NA---","u",0.817803271026379
"TU15683","LOC111505382","G8846","protein FAM161A-like","refseq","XM_023160178.1","protein FAM161A-like","j",-16.7362443228517
"TU25732","LOC111509224","G14487","rho GTPase-activating protein 21-B-like","refseq","XM_023164928.1","rho GTPase-activating protein 21-B-like","j",-21.9329447362052
"TU25737","LOC111509224","G14491","rho GTPase-activating protein 21-B-like","refseq","XM_023164928.1","rho GTPase-activating protein 21-B-like","c",0.951601017680509
"TU35893","LOC111513169","G20608","actin-related protein 10","refseq","XM_023169335.1","actin-related protein 10","=",0.403836557623048
"TU42958","LOC111516019","G25210","DNA (cytosine-5)-methyltransferase PliMCI-like","refseq","XM_023172207.1","DNA (cytosine-5)-methyltransferase PliMCI-like","=",19.7723026872201
"TU4913","LOC111517584","G2723","protein TBRG4","refseq","XM_023173800.1","protein TBRG4, transcript variant X1","=",-0.601279571081142
"TU18215","LOC111506324","G10236","muscle calcium channel subunit alpha-1-like","refseq","XM_023161359.1","muscle calcium channel subunit alpha-1-like","j",-3.61723362015057
"TU18212","LOC111506324","G10236","muscle calcium channel subunit alpha-1-like","refseq","XM_023161359.1","muscle calcium channel subunit alpha-1-like","j",0.677539680589581
"TU17464","LOC111506067","G9846","fasciclin-3","refseq","XM_023160996.1","fasciclin-3","j",1.64282607527623
"TU35246","LOC111512922","G20193","trypsin-4-like","refseq","XM_023169083.1","trypsin-4-like","j",14.2103144685785
"TU35245","LOC111512922","G20193","trypsin-4-like","refseq","XM_023169083.1","trypsin-4-like","=",17.4048071290405
"TU7259","LOC111502013","G4042","paired box protein Pax-5","refseq","XM_023155960.1","paired box protein Pax-5, transcript variant X2","j",21.8187330652202
"TU33970","LOC111512451","G19427","GTP-binding protein 1","refseq","XM_023168572.1","GTP-binding protein 1, transcript variant X3","=",5.79194736991961
"TU12948","LOC111504312","G7275","uncharacterized LOC111504312","refseq","XM_023158827.1","uncharacterized LOC111504312, transcript variant X1","j",-21.695970744071
"TU19971","LOC111507031","G11219","metabotropic glutamate receptor","refseq","XM_023162258.1","metabotropic glutamate receptor","j",18.1080361024965
"TU7530","LOC111502125","G4186","N-alpha-acetyltransferase 35","refseq","XM_023156113.1","N-alpha-acetyltransferase 35, NatC auxiliary subunit","m",0.640825680751722
"TU20453",NA,"G11467","* ---NA---","novel",NA,"---NA---","u",1.9394296482776
"TU14118","LOC111504764","G7947","kelch domain-containing protein 3-like","refseq","XM_023159452.1","kelch domain-containing protein 3-like","=",0.675633394050961
"TU3546","LOC111514600","G1931","uncharacterized LOC111514600","refseq","XR_002723393.1","uncharacterized LOC111514600","=",17.9154697002914
"TU45375",NA,"G27058","* ---NA---","novel",NA,"---NA---","u",-1.10312805564274
"TU21413","LOC111507554","G12018","uncharacterized LOC111507554","refseq","XM_023162885.1","uncharacterized LOC111507554, transcript variant X1","i",19.9868160986362
"TU22145","LOC111507855","G12441","disco-interacting protein 2","refseq","XM_023163222.1","disco-interacting protein 2","j",0.496250969987906
"TU22146","LOC111507855","G12442","disco-interacting protein 2","refseq","XM_023163222.1","disco-interacting protein 2","i",2.01908024146079
"TU25868",NA,"G14580","* RNA-directed DNA polymerase from mobile element jockey-like ","novel","VEN35162","RNA-directed DNA polymerase from mobile element jockey-like isoform X1","u",-2.37209252998137
"TU16209",NA,"G9135","* uncharacterized protein LOC111505587","novel","XP_023016185","uncharacterized protein LOC111505587","u",6.44964950069028
"TU16203","LOC111505585","G9134","optomotor-blind protein","refseq","XM_023160414.1","optomotor-blind protein, transcript variant X3","j",20.2890448723643
"TU13529","LOC111504553","G7629","uncharacterized LOC111504553","refseq","XM_023159134.1","uncharacterized LOC111504553, transcript variant X2","j",-1.03780460707149
"TU13528","LOC111504553","G7629","uncharacterized LOC111504553","refseq","XM_023159135.1","uncharacterized LOC111504553, transcript variant X3","j",0.719676434149223
"TU13521","LOC111504550","G7625","diphosphomevalonate decarboxylase","refseq","XM_023159127.1","diphosphomevalonate decarboxylase, transcript variant X1","k",-5.9829213659506
"TU24383","LOC111508729","G13728","transmembrane protease serine 13-like","refseq","XM_023164333.1","transmembrane protease serine 13-like","j",1.06268434730824
"TU28988","LOC111510486","G16394","uncharacterized LOC111510486","refseq","XR_002722790.1","uncharacterized LOC111510486, transcript variant X1","m",-4.68128553025394
"TU28984","LOC111510487","G16393","uncharacterized LOC111510487","refseq","XR_002722792.1","uncharacterized LOC111510487","=",-0.956987716973308
"TU24656",NA,"G13876","* uncharacterized protein LOC116168122","novel","XP_031339654","uncharacterized protein LOC116168122","u",-1.86092146090598
"TU16972",NA,"G9587","* decaprenyl-diphosphate synthase subunit 2-like","novel","XP_023016544","decaprenyl-diphosphate synthase subunit 2-like","u",4.17532320378627
"TU16977","LOC111505884","G9591","decaprenyl-diphosphate synthase subunit 2-like","refseq","XM_023160776.1","decaprenyl-diphosphate synthase subunit 2-like","x",16.1278111632312
"TU5064","LOC111517665","G2818","formin-like protein 6","refseq","XM_023173871.1","formin-like protein 6","c",0.643363100360349
"TU11314","LOC111503611","G6309","transcription factor Dp-1","refseq","XM_023157961.1","transcription factor Dp-1","=",0.625972332121825
"TU28215","LOC111510176","G15928","ABC transporter G family member 20","refseq","XM_023166066.1","ABC transporter G family member 20","=",0.989486427395246
"TU4890","LOC111517570","G2708","uncharacterized LOC111517570","refseq","XM_023173782.1","uncharacterized LOC111517570","j",11.2497935352405
"TU4891","LOC111517569","G2709","TM2 domain-containing protein CG11103","refseq","XM_023173781.1","TM2 domain-containing protein CG11103","=",0.874460135243467
"TU36921","LOC111513561","G21234","serine palmitoyltransferase 2-like","refseq","XM_023169785.1","serine palmitoyltransferase 2-like","j",-1.3558278768365
"TU35780","LOC111513132","G20544","uncharacterized LOC111513132","refseq","XR_002723166.1","uncharacterized LOC111513132","m",0.626018407903137
"TU5850","LOC111517965","G3237","uncharacterized LOC111517965","refseq","XM_023174263.1","uncharacterized LOC111517965","=",-1.98709706060052
"TU33785","LOC111512378","G19329","amphiphysin","refseq","XM_023168486.1","amphiphysin","k",0.848121256027395
"TU534","LOC111517775","G280","lipoyl synthase","refseq","XM_023174043.1","lipoyl synthase, mitochondrial","j",-0.524118233245008
"TU25547",NA,"G14389","* hypothetical protein ALC57_11589","novel","KYN16157","hypothetical protein ALC57_11589","u",1.00511499674307
"TU25540","LOC111509161","G14382","meiosis regulator and mRNA stability factor 1","refseq","XM_023164849.1","meiosis regulator and mRNA stability factor 1","j",19.273291646745
"TU9295","LOC111502850","G5203","uncharacterized LOC111502850","refseq","XR_002721798.1","uncharacterized LOC111502850","i",1.76628153378694
"TU3866","LOC111516091","G2117","ubiquitin carboxyl-terminal hydrolase 47","refseq","XM_023172274.1","ubiquitin carboxyl-terminal hydrolase 47, transcript variant X1","j",1.97733209714973
"TU9742","LOC111503009","G5448","BTB/POZ domain-containing protein KCTD5","refseq","XM_023157203.1","BTB/POZ domain-containing protein KCTD5","=",0.381147099433192
"TU9745","LOC111503012","G5451","uncharacterized LOC111503012","refseq","XM_023157208.1","uncharacterized LOC111503012, transcript variant X3","=",0.599523569714239
"TU1594","LOC111505233","G836","28S ribosomal protein S10","refseq","XM_023160010.1","28S ribosomal protein S10, mitochondrial","=",-0.767588117674023
"TU41895","LOC111515584","G24489","neprilysin-2-like","refseq","XM_023171800.1","neprilysin-2-like","=",0.83270076528185
"TU32697","LOC111511985","G18666","F-box/WD repeat-containing protein 7-like","refseq","XM_023168065.1","F-box/WD repeat-containing protein 7-like","j",0.8890568471914
"TU32690","LOC111511981","G18660","uncharacterized LOC111511981","refseq","XR_002723007.1","uncharacterized LOC111511981","k",-2.4229711310382
"TU2029",NA,"G1089","* protein kintoun","novel","XP_023018354","protein kintoun","u",-0.945984249455456
"TU20176","LOC111507107","G11335","uncharacterized LOC111507107","refseq","XR_002722352.1","uncharacterized LOC111507107","n",-1.22023415823348
"TU30690",NA,"G17411","* ---NA---","novel",NA,"---NA---","u",-1.14533506047224
"TU37526",NA,"G21624","* Putative uncharacterized transposon-derived protein F54H12.3-like Protein","novel","EFA12281","Putative uncharacterized transposon-derived protein F54H12.3-like Protein","u",-0.906347478769071
"TU1833","LOC111506468","G985","DENN domain-containing protein 4C","refseq","XM_023161567.1","DENN domain-containing protein 4C, transcript variant X5","=",0.587563060996926
"TU21621","LOC111507642","G12130","ras-like protein family member 10B","refseq","XM_023162985.1","ras-like protein family member 10B","e",-3.86311125724322
"TU26819",NA,"G15134","* SLIT-ROBO Rho GTPase-activating protein 1-like ","novel","XP_019765347","SLIT-ROBO Rho GTPase-activating protein 1-like isoform X2","u",0.900279912841377
"TU26818",NA,"G15133","* SLIT-ROBO Rho GTPase-activating protein 1-like ","novel","KAG5898835","SLIT-ROBO Rho GTPase-activating protein 1-like isoform X4","u",1.34837739642589
"TU31583","LOC111511512","G17956","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like","refseq","XM_023167523.1","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like, transcript variant X1","=",-1.14884142946131
"TU15273",NA,"G8615","* Retrovirus-related Pol polyprotein from transposon 17.6-like Protein","novel","XP_023015297","Retrovirus-related Pol polyprotein from transposon 17.6-like Protein","u",-0.7382494817258
"TU15272","LOC111505221","G8614","piggyBac transposable element-derived protein 3-like","refseq","XM_023159997.1","piggyBac transposable element-derived protein 3-like","k",0.700405315904508
"TU26103","LOC111509384","G14740","uncharacterized LOC111509384","refseq","XM_023165119.1","uncharacterized LOC111509384, transcript variant X8","=",21.2383245955357
"TU23080","LOC111508227","G12991","steroid hormone receptor ERR2-like","refseq","XM_023163665.1","steroid hormone receptor ERR2-like","j",17.9145264454484
"TU29905","LOC111510855","G16941","protein Gawky","refseq","XM_023166810.1","protein Gawky, transcript variant X2","j",-24.907795273388
"TU10354","LOC111503280","G5803","sphingosine-1-phosphate lyase","refseq","XM_023157549.1","sphingosine-1-phosphate lyase","i",-1.66257687691274
"TU29015",NA,"G16411","* coiled-coil domain-containing protein 141-like","novel","KAG5897358","coiled-coil domain-containing protein 141-like","u",20.7643675993799
"TU17365","LOC111506030","G9792","ubiquitin-conjugating enzyme E2 R2","refseq","XM_023160956.1","ubiquitin-conjugating enzyme E2 R2, transcript variant X1","=",0.636249419126185
"TU16015","LOC111505511","G9028","uncharacterized LOC111505511","refseq","XM_023160336.1","uncharacterized LOC111505511","j",25.7422732258133
"TU13195","LOC111504411","G7424","pupal cuticle protein G1A-like","refseq","XM_023158956.1","pupal cuticle protein G1A-like","=",-1.60974551815341
"TU13199",NA,"G7427","* ---NA---","novel",NA,"---NA---","u",-0.54525940761358
"TU5006","LOC111517644","G2784","ATP-dependent helicase brm-like","refseq","XM_023173852.1","ATP-dependent helicase brm-like, transcript variant X3","=",-1.23347032000147
"TU7743","LOC111502218","G4303","coiled-coil domain-containing protein 170","refseq","XM_023156228.1","coiled-coil domain-containing protein 170, transcript variant X1","j",20.249967990996
"TU7748","LOC111502219","G4305","alpha-actinin","refseq","XM_023156232.1","alpha-actinin, sarcomeric, transcript variant X2","k",1.13623153448814
"TU12243","LOC111503998","G6839","probable 39S ribosomal protein L49","refseq","XM_023158462.1","probable 39S ribosomal protein L49, mitochondrial","=",-0.345802262215003
"TU12242","LOC111503997","G6838","monocarboxylate transporter 3-like","refseq","XM_023158460.1","monocarboxylate transporter 3-like, transcript variant X2","j",-1.60578448600833
"TU15735","LOC111505404","G8872","frizzled-4-like","refseq","XM_023160201.1","frizzled-4-like","j",20.388049147848
"TU4507","LOC111517392","G2488","filamin-A-like","refseq","XR_002723811.1","filamin-A-like, transcript variant X2","=",0.777577626812665
"TU6900","LOC111501869","G3816","uncharacterized LOC111501869","refseq","XM_023155784.1","uncharacterized LOC111501869","k",2.20980226473413
"TU6907","LOC111501871","G3820","formin-like protein CG32138","refseq","XM_023155788.1","formin-like protein CG32138, transcript variant X2","=",0.73933874359941
"TU11292","LOC111503595","G6294","syntaxin-7","refseq","XM_023157945.1","syntaxin-7","j",21.4384187364792
"TU11123","LOC111503522","G6193","ras-related protein Rab-2A","refseq","XM_023157849.1","ras-related protein Rab-2A","=",0.533942374851437
"TU10651","LOC111503359","G5952","septin-7","refseq","XM_023157650.1","septin-7","=",0.460065985914079
"TU10653","LOC111503365","G5954","U6 snRNA-associated Sm-like protein LSm5","refseq","XM_023157654.1","U6 snRNA-associated Sm-like protein LSm5","=",-0.534654704738202
"TU17009","LOC111505892","G9608","putative fatty acyl-CoA reductase CG8306","refseq","XM_023160783.1","putative fatty acyl-CoA reductase CG8306","j",0.543517948699685
